香港闽信保险有限公司	外资保险公司代表处	1997-3-5	请选择	
平安养老保险股份有限公司宁德中心支公司	保险公司－人身险	2008-3-31	营业	
合众人寿保险股份有限公司福建分公司	保险公司－人身险	2008-10-29	营业	
合众人寿保险股份有限公司莆田中心支公司	保险公司－人身险	2009-7-16	营业	
合众人寿保险股份有限公司莆田中心支公司仙游营销服务部	保险公司－人身险	2010-7-7	营业	
合众人寿保险股份有限公司泉州中心支公司	保险公司－人身险	2009-4-2	营业	
合众人寿保险股份有限公司泉州中心支公司惠安营销服务部	保险公司－人身险	2012-12-18	营业	
合众人寿保险股份有限公司泉州中心支公司晋江营销服务部	保险公司－人身险	2010-4-19	营业	
合众人寿保险股份有限公司泉州中心支公司南安营销服务部	保险公司－人身险	2013-4-8	营业	
合众人寿保险股份有限公司漳州中心支公司	保险公司－人身险	2009-9-30	营业	
合众人寿保险股份有限公司漳州中心支公司漳浦营销服务部	保险公司－人身险	2012-6-29	营业	
华泰人寿保险股份有限公司福建分公司	保险公司－人身险	2008-6-19	营业	
华泰人寿保险股份有限公司福州中心支公司	保险公司－人身险	2009-2-1	营业	
华泰人寿保险股份有限公司闽侯支公司	保险公司－人身险	2009-6-17	营业	
华泰人寿保险股份有限公司福建分公司福清营销服务部	保险公司－人身险	2008-9-25	营业	
华泰人寿保险股份有限公司莆田中心支公司	保险公司－人身险	2019-1-2	营业	
华泰人寿保险股份有限公司三明中心支公司	保险公司－人身险	2012-8-15	营业	
华泰人寿保险股份有限公司福建分公司永安营销服务部	保险公司－人身险	2018-5-28	营业	
华泰人寿保险股份有限公司泉州中心支公司	保险公司－人身险	2011-5-27	营业	
华泰人寿保险股份有限公司福建分公司晋江营销服务部	保险公司－人身险	2018-4-8	营业	
华泰人寿保险股份有限公司漳州中心支公司	保险公司－人身险	2008-11-28	营业	
华泰人寿保险股份有限公司云霄营销服务部	保险公司－人身险	2010-3-23	营业	
华泰人寿保险股份有限公司漳浦支公司	保险公司－人身险	2009-4-3	营业	
华泰人寿保险股份有限公司诏安支公司	保险公司－人身险	2009-4-3	营业	
华泰人寿保险股份有限公司平和营销服务部	保险公司－人身险	2010-10-20	营业	
华泰人寿保险股份有限公司延平营销服务部	保险公司－人身险	2011-3-24	营业	
华泰人寿保险股份有限公司龙岩营销服务部	保险公司－人身险	2012-1-10	营业	
陆家嘴国泰人寿保险有限责任公司福建分公司	保险公司－人身险	2007-9-11	营业	
陆家嘴国泰人寿保险有限责任公司福建分公司泉州营销服务部	保险公司－人身险	2008-5-6	营业	
陆家嘴国泰人寿保险有限责任公司福建分公司漳州营销服务部	保险公司－人身险	2008-6-4	营业	
太平养老保险股份有限公司福建分公司	保险公司－人身险	2018-5-8	营业	
中美联泰大都会人寿保险有限公司福建分公司	保险公司－人身险	2012-5-4	营业	
中美联泰大都会人寿保险有限公司福州第一电话销售中心	保险公司－人身险	2014-6-25	营业	
中国人民健康保险股份有限公司福建分公司	保险公司－人身险	2006-9-27	营业	
中国人民健康保险股份有限公司福州中心支公司	保险公司－人身险	2015-8-25	营业	
中国人民健康保险股份有限公司福建分公司福州第一营销服务部	保险公司－人身险	2008-7-2	改建	
中国人民健康保险股份有限公司莆田中心支公司	保险公司－人身险	2008-7-18	营业	
中国人民健康保险股份有限公司泉州中心支公司	保险公司－人身险	2007-9-26	营业	
中国人民健康保险股份有限公司泉州中心支公司惠安营销服务部	保险公司－人身险	2008-6-25	营业	
中国人民健康保险股份有限公司漳州中心支公司	保险公司－人身险	2008-12-17	营业	
中国人民健康保险股份有限公司南平中心支公司	保险公司－人身险	2008-8-13	营业	
信泰人寿保险股份有限公司福建分公司	保险公司－人身险	2008-4-29	营业	
信泰人寿保险股份有限公司福建分公司福清营销服务部	保险公司－人身险	2008-6-24	营业	
信泰人寿保险股份有限公司三明中心支公司	保险公司－人身险	2008-7-31	营业	
信泰人寿保险股份有限公司三明中心支公司大田营销服务部	保险公司－人身险	2008-9-25	营业	
信泰人寿保险股份有限公司三明中心支公司永安营销服务部	保险公司－人身险	2008-9-25	营业	
信泰人寿保险股份有限公司泉州中心支公司	保险公司－人身险	2009-1-14	营业	
信泰人寿保险股份有限公司晋江支公司	保险公司－人身险	2009-10-29	营业	
信泰人寿保险股份有限公司漳州中心支公司	保险公司－人身险	2012-3-28	营业	
农银人寿保险股份有限公司福建分公司	保险公司－人身险	2006-9-29	营业	
农银人寿保险股份有限公司福建分公司福州第一营销服务部	保险公司－人身险	2006-11-3	营业	
农银人寿保险股份有限公司福建分公司福州第二营销服务部	保险公司－人身险	2008-7-15	营业	
农银人寿保险股份有限公司福建分公司闽侯营销服务部	保险公司－人身险	2007-5-21	营业	
农银人寿保险股份有限公司福建分公司永泰营销服务部	保险公司－人身险	2007-4-5	营业	
农银人寿保险股份有限公司福建分公司福清营销服务部	保险公司－人身险	2007-4-26	营业	
农银人寿保险股份有限公司莆田中心支公司	保险公司－人身险	2016-1-4	营业	
农银人寿保险股份有限公司三明中心支公司	保险公司－人身险	2009-3-16	营业	
农银人寿保险股份有限公司泉州中心支公司	保险公司－人身险	2007-7-19	营业	
农银人寿保险股份有限公司泉州中心支公司石狮营销服务部	保险公司－人身险	2007-11-7	营业	
农银人寿保险股份有限公司泉州中心支公司晋江营销服务部	保险公司－人身险	2007-7-30	营业	
农银人寿保险股份有限公司泉州中心支公司南安营销服务部	保险公司－人身险	2007-8-9	营业	
农银人寿保险股份有限公司漳州中心支公司	保险公司－人身险	2007-7-26	营业	
农银人寿保险股份有限公司漳州中心支公司南靖营销服务部	保险公司－人身险	2007-9-30	营业	
农银人寿保险股份有限公司漳州中心支公司龙海营销服务部	保险公司－人身险	2008-7-2	营业	
农银人寿保险股份有限公司南平中心支公司	保险公司－人身险	2008-12-16	营业	
和谐健康保险股份有限公司福建分公司	保险公司－人身险	2012-1-18	营业	
和谐健康保险股份有限公司泉州中心支公司	保险公司－人身险	2016-11-18	营业	
中国人民人寿保险股份有限公司福建省分公司	保险公司－人身险	2007-9-26	营业	
中国人民人寿保险股份有限公司福州市中心支公司	保险公司－人身险	2013-3-22	营业	
中国人民人寿保险股份有限公司福州市鼓楼支公司	保险公司－人身险	2012-6-6	营业	
中国人民人寿保险股份有限公司福州市鼓楼区营销服务部	保险公司－人身险	2008-1-3	改建	
中国人民人寿保险股份有限公司福州市马尾区营销服务部	保险公司－人身险	2008-9-17	营业	
中国人民人寿保险股份有限公司福州市晋安区营销服务部	保险公司－人身险	2008-9-24	营业	
中国人民人寿保险股份有限公司闽侯县支公司	保险公司－人身险	2011-8-15	营业	
中国人民人寿保险股份有限公司连江县支公司	保险公司－人身险	2010-6-23	营业	
中国人民人寿保险股份有限公司闽清县支公司	保险公司－人身险	2012-10-10	营业	
中国人民人寿保险股份有限公司福建自贸试验区平潭片区支公司	保险公司－人身险	2011-11-22	营业	
中国人民人寿保险股份有限公司福清市支公司	保险公司－人身险	2010-6-28	营业	
中国人民人寿保险股份有限公司福州市长乐区营销服务部	保险公司－人身险	2008-3-13	营业	
中国人民人寿保险股份有限公司莆田市中心支公司	保险公司－人身险	2008-6-27	营业	
中国人民人寿保险股份有限公司莆田市城厢支公司	保险公司－人身险	2013-1-31	营业	
中国人民人寿保险股份有限公司莆田市涵江支公司	保险公司－人身险	2009-6-30	营业	
中国人民人寿保险股份有限公司莆田市荔城支公司	保险公司－人身险	2012-1-17	营业	
中国人民人寿保险股份有限公司莆田市秀屿支公司	保险公司－人身险	2009-5-21	营业	
中国人民人寿保险股份有限公司仙游县支公司	保险公司－人身险	2009-5-12	营业	
中国人民人寿保险股份有限公司莆田市中心支公司枫亭营销服务部	保险公司－人身险	2012-12-4	营业	
中国人民人寿保险股份有限公司三明市中心支公司	保险公司－人身险	2008-2-28	营业	
中国人民人寿保险股份有限公司三明市中心支公司梅列区营销服务部	保险公司－人身险	2008-6-13	营业	
中国人民人寿保险股份有限公司尤溪县支公司	保险公司－人身险	2016-12-6	营业	
中国人民人寿保险股份有限公司三明市中心支公司沙县营销服务部	保险公司－人身险	2008-6-13	营业	
中国人民人寿保险股份有限公司将乐县支公司	保险公司－人身险	2009-8-11	营业	
中国人民人寿保险股份有限公司泰宁县支公司	保险公司－人身险	2013-11-4	营业	
中国人民人寿保险股份有限公司永安市支公司	保险公司－人身险	2008-12-25	营业	
中国人民人寿保险股份有限公司泉州市中心支公司	保险公司－人身险	2008-4-22	营业	
中国人民人寿保险股份有限公司泉州市中心支公司丰泽区营销服务部	保险公司－人身险	2008-8-4	营业	
中国人民人寿保险股份有限公司泉州市洛江支公司	保险公司－人身险	2016-8-23	营业	
中国人民人寿保险股份有限公司泉州市泉港支公司	保险公司－人身险	2011-2-22	营业	
中国人民人寿保险股份有限公司惠安县支公司	保险公司－人身险	2016-2-17	营业	
中国人民人寿保险股份有限公司泉州市中心支公司惠安县营销服务部	保险公司－人身险	2008-6-11	改建	
中国人民人寿保险股份有限公司安溪县支公司	保险公司－人身险	2011-7-7	营业	
中国人民人寿保险股份有限公司永春县支公司	保险公司－人身险	2017-6-14	营业	
中国人民人寿保险股份有限公司石狮市支公司	保险公司－人身险	2010-8-17	营业	
中国人民人寿保险股份有限公司泉州市中心支公司石狮市营销服务部	保险公司－人身险	2008-8-18	改建	
中国人民人寿保险股份有限公司晋江市支公司	保险公司－人身险	2012-1-31	营业	
中国人民人寿保险股份有限公司泉州市中心支公司晋江市营销服务部	保险公司－人身险	2008-9-17	改建	
中国人民人寿保险股份有限公司南安市支公司	保险公司－人身险	2012-9-24	营业	
